,Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,delay_weeks
2443,Pontiac,Rural,Male,Married,38,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
2444,Mazda,Urban,Male,Married,31,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
2445,Toyota,Urban,Male,Single,38,Third Party,Sedan - Collision,30000 to 39000,0,400,2,more than 30,none,more than 7,No,No,Internal,none,no change,1 vehicle,7
2446,Honda,Urban,Female,Married,43,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,60
2447,Pontiac,Urban,Male,Married,49,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,60
2448,Toyota,Urban,Male,Single,26,Policy Holder,Sedan - Liability,20000 to 29000,0,500,3,more than 30,2 to 4,6 years,No,No,External,3 to 5,2 to 3 years,1 vehicle,60
2449,Mazda,Urban,Male,Married,28,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,60
2450,Honda,Urban,Male,Married,42,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,1,more than 7,No,No,Internal,none,no change,1 vehicle,60
2451,Accura,Urban,Male,Married,49,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,61
2452,Chevrolet,Urban,Male,Married,50,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,61
2453,Chevrolet,Urban,Male,Married,48,Third Party,Sedan - Liability,60000 to 69000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,61
2454,Pontiac,Urban,Male,Married,46,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,41
2455,Mazda,Urban,Male,Single,45,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,Internal,3 to 5,no change,1 vehicle,61
2456,Toyota,Urban,Male,Married,47,Policy Holder,Sedan - All Perils,more than 69000,0,400,1,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
2457,Toyota,Urban,Male,Married,42,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,more than 4,more than 7,No,No,External,none,1 year,2 vehicles,61
2458,Honda,Rural,Male,Married,33,Policy Holder,Sedan - Collision,20000 to 29000,1,400,2,none,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1
2459,Mazda,Urban,Male,Married,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,63
2460,Toyota,Urban,Male,Single,44,Policy Holder,Sedan - All Perils,more than 69000,0,400,1,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,3 to 4,5
2461,Toyota,Rural,Male,Married,28,Policy Holder,Sedan - Collision,less than 20000,0,400,2,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,60
2462,Toyota,Urban,Male,Married,32,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,60
2463,Chevrolet,Urban,Male,Single,30,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,60
2464,Ford,Urban,Male,Married,41,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,4
2465,Mazda,Urban,Male,Single,35,Third Party,Sedan - Collision,30000 to 39000,0,400,1,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
2466,Toyota,Urban,Female,Married,37,Third Party,Sedan - Liability,more than 69000,0,400,2,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,60
2467,Pontiac,Urban,Male,Married,54,Third Party,Sedan - Liability,20000 to 29000,0,400,3,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,60
2468,Toyota,Urban,Male,Married,61,Policy Holder,Sedan - All Perils,30000 to 39000,1,400,4,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,4
2469,Toyota,Urban,Male,Married,66,Policy Holder,Sedan - All Perils,less than 20000,0,400,4,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,7
2470,Honda,Urban,Male,Married,58,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,2
2471,Mazda,Urban,Male,Single,32,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,1,5 years,No,No,External,1 to 2,no change,1 vehicle,4
2472,Honda,Urban,Male,Single,16,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,61
2473,Pontiac,Urban,Male,Married,54,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,61
2474,Mazda,Urban,Male,Single,27,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,62
2475,Pontiac,Urban,Male,Married,37,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,3
2476,Pontiac,Urban,Female,Married,59,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,5
2477,Mazda,Urban,Male,Married,39,Policy Holder,Sedan - Liability,30000 to 39000,0,400,4,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,60
2478,Chevrolet,Urban,Male,Married,26,Third Party,Sedan - All Perils,30000 to 39000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,4 to 8 years,2 vehicles,61
2479,Pontiac,Urban,Male,Single,41,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,60
2480,Chevrolet,Urban,Male,Married,31,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,61
2481,Pontiac,Urban,Female,Married,42,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,4
2482,Pontiac,Urban,Male,Married,42,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,60
2483,Toyota,Urban,Female,Single,35,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,2
2484,Pontiac,Rural,Male,Married,26,Policy Holder,Sedan - All Perils,20000 to 29000,1,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,42
2485,Mazda,Urban,Male,Married,34,Third Party,Sedan - All Perils,more than 69000,0,400,2,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,60
2486,Pontiac,Urban,Male,Married,34,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,60
2487,Honda,Urban,Male,Married,51,Policy Holder,Sport - Collision,more than 69000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1
2488,Toyota,Urban,Female,Married,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,61
2489,Honda,Urban,Male,Married,51,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
2490,Chevrolet,Rural,Male,Married,27,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,61
2491,Pontiac,Urban,Male,Married,77,Third Party,Sedan - Liability,20000 to 29000,0,400,2,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,61
2492,Toyota,Urban,Male,Married,31,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,61
2493,Pontiac,Urban,Female,Single,32,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,61
2494,Pontiac,Urban,Male,Married,40,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
2495,Honda,Rural,Male,Single,21,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,61
2496,Saab,Urban,Male,Married,47,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,61
2497,Mazda,Rural,Male,Single,30,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,1
2498,Pontiac,Urban,Male,Married,27,Third Party,Sedan - Collision,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,60
2499,Chevrolet,Urban,Male,Married,53,Policy Holder,Sedan - Liability,30000 to 39000,0,500,3,more than 30,2 to 4,7 years,No,No,External,1 to 2,2 to 3 years,2 vehicles,60
2500,Pontiac,Urban,Male,Married,55,Policy Holder,Sedan - All Perils,30000 to 39000,1,400,1,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,61
2501,Pontiac,Urban,Male,Married,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,more than 4,6 years,No,No,Internal,more than 5,no change,3 to 4,60
2502,Toyota,Urban,Male,Single,56,Policy Holder,Sedan - All Perils,more than 69000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
2503,Honda,Urban,Male,Single,29,Policy Holder,Sedan - Collision,more than 69000,0,400,4,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,6
2504,Honda,Urban,Male,Married,29,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,60
2505,Mazda,Urban,Male,Single,21,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,61
2506,Pontiac,Urban,Male,Married,36,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,61
2507,Toyota,Urban,Male,Single,28,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,Internal,none,no change,1 vehicle,60
2508,Pontiac,Urban,Male,Married,48,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
2509,Toyota,Urban,Male,Single,31,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,61
2510,Honda,Urban,Male,Single,43,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,61
2511,Pontiac,Urban,Male,Married,49,Policy Holder,Utility - All Perils,40000 to 59000,0,700,3,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,60
2512,Pontiac,Rural,Male,Married,39,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,60
2513,Pontiac,Urban,Male,Married,43,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,60
2514,Pontiac,Urban,Male,Married,30,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,2
2515,Honda,Urban,Male,Married,53,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
2516,Toyota,Urban,Male,Married,64,Third Party,Sedan - Liability,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,62
2517,Pontiac,Urban,Male,Married,52,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,60
2518,Mazda,Urban,Male,Married,60,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,60
2519,Accura,Urban,Male,Married,33,Third Party,Sedan - All Perils,30000 to 39000,0,400,3,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,61
2520,Pontiac,Urban,Male,Married,65,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,none,5 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,60
2521,Honda,Urban,Male,Married,33,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,61
2522,Toyota,Rural,Male,Single,45,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,61
2523,Mazda,Urban,Male,Single,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,2
2524,Toyota,Urban,Male,Married,46,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,13
2525,Honda,Urban,Male,Single,17,Policy Holder,Sedan - Liability,more than 69000,0,400,3,more than 30,1,new,No,No,External,none,no change,1 vehicle,2
2526,Chevrolet,Rural,Male,Married,41,Policy Holder,Sedan - Collision,more than 69000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,62
2527,Toyota,Urban,Male,Married,52,Third Party,Sedan - All Perils,less than 20000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,61
2528,Honda,Urban,Female,Married,37,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,60
2529,Toyota,Urban,Male,Married,41,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,60
2530,Pontiac,Urban,Male,Married,43,Policy Holder,Sedan - Liability,less than 20000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,8
2531,Toyota,Urban,Male,Married,35,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,60
2532,Toyota,Urban,Male,Single,31,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,60
2533,Honda,Rural,Male,Married,40,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,61
2534,Toyota,Rural,Male,Married,30,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,3
2535,Honda,Urban,Male,Married,71,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,60
2536,Mazda,Urban,Male,Married,59,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,60
2537,Chevrolet,Urban,Male,Married,48,Third Party,Sedan - Collision,more than 69000,0,400,2,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,60
2538,Pontiac,Urban,Male,Married,28,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,2
2539,Honda,Urban,Male,Single,56,Third Party,Sedan - Liability,30000 to 39000,0,400,4,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,5
2540,Accura,Urban,Male,Married,54,Third Party,Sedan - Collision,30000 to 39000,0,400,1,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,60
2541,Honda,Rural,Male,Married,34,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,3 to 5,4 to 8 years,2 vehicles,60
2542,Pontiac,Rural,Male,Married,40,Policy Holder,Sedan - Liability,20000 to 29000,0,700,4,more than 30,1,7 years,No,No,External,1 to 2,no change,3 to 4,61
2543,Honda,Urban,Female,Married,42,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,61
2544,Chevrolet,Urban,Male,Married,46,Policy Holder,Utility - All Perils,more than 69000,0,400,4,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,61
2545,Saturn,Urban,Male,Married,58,Third Party,Sedan - All Perils,40000 to 59000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,3
2546,Toyota,Urban,Male,Single,31,Policy Holder,Sedan - Liability,less than 20000,0,400,2,more than 30,more than 4,5 years,No,No,External,more than 5,no change,1 vehicle,60
2547,Pontiac,Urban,Male,Married,73,Policy Holder,Sedan - All Perils,less than 20000,0,400,3,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,1
2548,Honda,Urban,Female,Married,31,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,5 years,No,No,External,more than 5,1 year,1 vehicle,60
2549,Mazda,Urban,Female,Married,54,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,7
2550,Honda,Urban,Male,Married,44,Policy Holder,Sedan - Collision,20000 to 29000,0,500,1,more than 30,2 to 4,7 years,No,No,External,none,2 to 3 years,1 vehicle,32
2551,Mazda,Urban,Male,Single,27,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,6 years,No,No,External,3 to 5,no change,1 vehicle,60
2552,Pontiac,Rural,Female,Single,34,Third Party,Sedan - All Perils,more than 69000,0,400,3,more than 30,1,6 years,Yes,Yes,External,none,no change,1 vehicle,61
2553,Chevrolet,Urban,Male,Married,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,more than 4,6 years,No,No,External,3 to 5,no change,1 vehicle,60
2554,Honda,Urban,Male,Married,41,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,5 years,No,No,External,3 to 5,no change,1 vehicle,1
2555,Mazda,Rural,Male,Single,30,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,2
2556,Mazda,Urban,Male,Married,57,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,60
2557,Chevrolet,Urban,Male,Single,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,more than 4,6 years,No,No,External,3 to 5,no change,1 vehicle,2
