Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Age_Binned,delay_weeks
Chevrolet,Urban,Male,Married,51,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,51-65,15
Accura,Urban,Male,Married,48,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,60
Toyota,Urban,Male,Married,43,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,60
Toyota,Urban,Male,Single,58,Policy Holder,Sedan - All Perils,less than 20000,0,400,1,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,51-65,11
Toyota,Urban,Male,Married,36,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,36-40,62
Ford,Urban,Male,Married,59,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,none,7 years,No,No,External,none,4 to 8 years,2 vehicles,51-65,60
Mazda,Urban,Female,Single,35,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,36-40,64
Pontiac,Urban,Male,Married,58,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,51-65,60
Honda,Urban,Male,Married,55,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,8 to 15,1,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Toyota,Urban,Male,Single,35,Policy Holder,Sedan - Collision,more than 69000,0,400,2,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,36-40,1
Honda,Urban,Male,Single,34,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,31-35,60
Chevrolet,Urban,Male,Married,51,Policy Holder,Sedan - Liability,30000 to 39000,0,400,2,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,51-65,60
Honda,Urban,Male,Single,25,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,none,6 years,No,No,Internal,1 to 2,no change,1 vehicle,26-30,60
Toyota,Urban,Male,Single,35,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,36-40,3
Accura,Urban,Male,Single,35,Policy Holder,Sedan - Liability,more than 69000,0,400,3,more than 30,more than 4,5 years,No,No,External,1 to 2,no change,1 vehicle,36-40,1
Honda,Urban,Male,Married,41,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,41-50,60
Toyota,Urban,Male,Married,33,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,6 years,No,No,External,3 to 5,no change,3 to 4,31-35,60
Honda,Urban,Female,Married,40,Policy Holder,Sport - Collision,more than 69000,1,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,41-50,20
Mazda,Urban,Male,Married,28,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,7 years,Yes,No,External,1 to 2,no change,1 vehicle,26-30,60
Honda,Urban,Male,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,31-35,61
Honda,Urban,Male,Married,57,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,5
Honda,Urban,Male,Married,70,Policy Holder,Sedan - Collision,20000 to 29000,0,400,4,more than 30,none,more than 7,Yes,No,External,3 to 5,no change,1 vehicle,65+,62
Mazda,Urban,Male,Married,43,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,3
Honda,Urban,Male,Married,27,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,26-30,60
Mazda,Urban,Male,Single,24,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,21-25,11
Pontiac,Urban,Female,Married,29,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,26-30,60
Mazda,Urban,Male,Married,48,Third Party,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,41-50,60
Toyota,Urban,Male,Married,41,Policy Holder,Sedan - All Perils,less than 20000,1,400,4,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,41-50,4
Pontiac,Rural,Male,Married,70,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,65+,60
Honda,Urban,Male,Married,29,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,26-30,60
Pontiac,Urban,Female,Divorced,44,Third Party,Sedan - All Perils,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,2
Mazda,Urban,Male,Married,49,Policy Holder,Sport - Collision,more than 69000,0,400,4,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,5
Pontiac,Urban,Female,Single,34,Third Party,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,31-35,1
Honda,Urban,Male,Married,28,Policy Holder,Sedan - Collision,30000 to 39000,1,400,3,more than 30,2 to 4,5 years,No,No,External,more than 5,1 year,1 vehicle,26-30,2
Ford,Urban,Male,Married,46,Policy Holder,Sedan - Liability,60000 to 69000,0,400,4,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,41-50,61
Mazda,Urban,Male,Married,28,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,1,7 years,No,No,Internal,more than 5,no change,1 vehicle,26-30,62
Chevrolet,Urban,Male,Married,32,Third Party,Sedan - Collision,30000 to 39000,0,400,2,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,31-35,60
Mazda,Urban,Male,Single,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,31-35,61
Pontiac,Urban,Male,Married,42,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,41-50,60
Mazda,Urban,Male,Married,64,Policy Holder,Sedan - All Perils,more than 69000,0,400,4,more than 30,more than 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,51-65,61
Toyota,Urban,Male,Single,32,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,31-35,61
Chevrolet,Urban,Male,Married,53,Policy Holder,Sedan - All Perils,more than 69000,0,400,1,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Mazda,Urban,Male,Married,59,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,51-65,61
Mazda,Urban,Male,Single,25,Third Party,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,26-30,60
Toyota,Urban,Male,Single,29,Policy Holder,Sedan - Collision,20000 to 29000,0,500,2,more than 30,more than 4,6 years,No,No,External,more than 5,2 to 3 years,1 vehicle,26-30,60
Toyota,Urban,Male,Married,33,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,31-35,60
Mazda,Urban,Male,Single,35,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,36-40,1
Pontiac,Urban,Female,Married,31,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,1,6 years,No,No,External,none,4 to 8 years,2 vehicles,31-35,60
Honda,Urban,Male,Married,63,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,60
Toyota,Urban,Male,Single,58,Policy Holder,Sedan - All Perils,more than 69000,0,400,4,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,2
Mazda,Urban,Female,Single,32,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,31-35,8
Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,51-65,61
Honda,Urban,Male,Married,43,Third Party,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,41-50,2
Pontiac,Urban,Male,Married,57,Policy Holder,Sedan - All Perils,less than 20000,0,400,2,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,51-65,61
Pontiac,Rural,Male,Married,50,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,5
Toyota,Urban,Male,Married,42,Third Party,Sedan - All Perils,more than 69000,0,400,3,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,41-50,61
Toyota,Urban,Male,Married,46,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,41-50,61
Pontiac,Urban,Male,Single,58,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,3 to 4,51-65,60
Chevrolet,Urban,Male,Married,44,Policy Holder,Utility - All Perils,more than 69000,0,400,1,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,41-50,62
Honda,Urban,Male,Married,52,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,1
Chevrolet,Urban,Male,Married,39,Policy Holder,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,36-40,1
Accura,Urban,Male,Married,47,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,41-50,61
Mazda,Urban,Male,Married,37,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,36-40,60
Mazda,Urban,Male,Married,54,Third Party,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,51-65,61
Pontiac,Rural,Male,Married,46,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,41-50,60
Accura,Urban,Male,Married,43,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,61
Chevrolet,Urban,Male,Married,44,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,41-50,60
Honda,Urban,Male,Single,17,Policy Holder,Sedan - Liability,more than 69000,0,400,3,more than 30,more than 4,new,No,No,External,none,no change,1 vehicle,0-17,61
Toyota,Urban,Male,Married,45,Policy Holder,Sedan - Collision,30000 to 39000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,4 to 8 years,2 vehicles,41-50,60
Toyota,Urban,Male,Married,39,Policy Holder,Sedan - All Perils,more than 69000,0,400,2,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,36-40,4
Ford,Urban,Male,Married,34,Third Party,Sedan - Collision,less than 20000,0,400,2,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,31-35,60
Honda,Urban,Male,Married,53,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,2
Pontiac,Rural,Male,Married,42,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,41-50,61
Mazda,Urban,Male,Single,45,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,41-50,60
Honda,Urban,Male,Single,32,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,31-35,60
Honda,Urban,Male,Single,27,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,more than 4,5 years,No,No,External,3 to 5,no change,1 vehicle,26-30,60
Mazda,Urban,Female,Married,49,Policy Holder,Sedan - Collision,20000 to 29000,1,400,3,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,60
Mazda,Urban,Female,Married,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,31-35,2
Mazda,Urban,Male,Married,54,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,51-65,5
Mazda,Urban,Male,Single,31,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,31-35,60
Honda,Urban,Male,Single,31,Policy Holder,Sedan - Liability,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,60
Pontiac,Urban,Female,Married,33,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,31-35,60
Toyota,Urban,Male,Married,36,Policy Holder,Sedan - All Perils,less than 20000,0,400,1,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,36-40,61
Toyota,Urban,Male,Married,31,Third Party,Sedan - Collision,20000 to 29000,0,400,1,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,31-35,61
Ford,Urban,Male,Married,38,Policy Holder,Sedan - All Perils,40000 to 59000,0,400,2,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,36-40,61
Toyota,Urban,Female,Married,44,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,3,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,60
Mazda,Urban,Female,Single,41,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,41-50,60
Honda,Urban,Male,Married,33,Policy Holder,Sedan - Liability,30000 to 39000,0,400,3,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,31-35,60
Toyota,Rural,Male,Married,40,Policy Holder,Sedan - Collision,30000 to 39000,0,400,1,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,41-50,60
Pontiac,Urban,Male,Single,61,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,none,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,51-65,60
Accura,Urban,Male,Married,61,Policy Holder,Sedan - Collision,30000 to 39000,0,400,3,more than 30,more than 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,51-65,60
Mazda,Urban,Male,Married,30,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,31-35,60
Nisson,Urban,Male,Married,49,Policy Holder,Utility - All Perils,more than 69000,0,400,2,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,60
Honda,Urban,Male,Married,27,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,26-30,60
Pontiac,Urban,Female,Single,27,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,7 years,Yes,No,External,3 to 5,no change,1 vehicle,26-30,60
Chevrolet,Urban,Male,Married,32,Third Party,Sedan - Collision,20000 to 29000,1,500,4,more than 30,2 to 4,6 years,No,No,External,none,2 to 3 years,1 vehicle,31-35,61
Pontiac,Urban,Male,Married,45,Policy Holder,Sedan - Liability,20000 to 29000,0,400,3,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,41-50,60
Mazda,Urban,Male,Married,28,Third Party,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,26-30,61
Honda,Urban,Male,Married,55,Policy Holder,Sedan - Collision,more than 69000,0,400,3,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,3 to 4,51-65,60
Toyota,Urban,Male,Married,43,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,41-50,1
Pontiac,Urban,Male,Married,49,Policy Holder,Sedan - Collision,20000 to 29000,0,400,3,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,41-50,60
Toyota,Urban,Male,Single,27,Policy Holder,Sedan - Liability,20000 to 29000,0,400,4,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,26-30,60
Pontiac,Rural,Male,Married,59,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,2,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,51-65,60
Ford,Urban,Male,Married,48,Policy Holder,Sedan - Collision,30000 to 39000,0,400,4,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,41-50,2
Dodge,Urban,Male,Single,29,Policy Holder,Sedan - Liability,20000 to 29000,0,400,1,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,26-30,60
Toyota,Urban,Male,Married,38,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,36-40,60
Toyota,Urban,Male,Married,26,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,26-30,60
Pontiac,Urban,Male,Married,36,Third Party,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,36-40,1
Pontiac,Urban,Male,Single,31,Policy Holder,Sedan - All Perils,20000 to 29000,0,400,4,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,31-35,4
Chevrolet,Urban,Male,Married,62,Policy Holder,Sedan - Liability,30000 to 39000,0,400,1,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,51-65,60
Mazda,Urban,Male,Married,38,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,more than 7,No,Yes,External,1 to 2,4 to 8 years,2 vehicles,36-40,34
Pontiac,Urban,Male,Married,47,Third Party,Sedan - All Perils,20000 to 29000,0,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,61
Mazda,Urban,Male,Married,47,Policy Holder,Sedan - All Perils,40000 to 59000,1,400,1,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,41-50,60
Honda,Urban,Male,Single,17,Policy Holder,Sedan - Liability,more than 69000,0,400,1,more than 30,none,new,No,No,External,none,no change,1 vehicle,0-17,60
Toyota,Urban,Female,Married,34,Policy Holder,Sedan - Collision,20000 to 29000,0,400,2,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,31-35,60
